seqName,strand,individual,locus,allele
G4S72XW01AMB18,F,51,3,<unidentified>
G4S72XW01A79ZB,R,2,4,Mama_UD_03
G4S72XW01AQ3CI,R,135,1,<unidentified>
G4S72XW01AWQCA,F,109,3,Mama_UB_01
G4S72XW01AX6BN,F,111,3,Mama_UB_01
G4S72XW01A3E4T,F,61,4,NewAllele_1334 count=3 threshold=2
G4S72XW01ANI7M,R,60,2,NewAllele_359 count=4 threshold=2
G4S72XW01AO46T,F,109,2,Mama_DRB2_01
G4S72XW01A6BO4,F,80,2,NewAllele_519 count=2 threshold=2
G4S72XW01ATR5M,F,82,3,NewAllele_740 count=3 threshold=2
G4S72XW01BBHRW,R,107,1,<unidentified>
G4S72XW01AM81H,F,54,3,Mama_UB_02
G4S72XW01APHBW,F,112,2,NewAllele_530 count=9 threshold=2
G4S72XW01BBHIB,F,125,4,NewAllele_1369 count=3 threshold=2
G4S72XW01ANWN6,R,55,2,NewAllele_176 count=297 threshold=2
G4S72XW01AQEIW,F,129,2,Mama_DRB2_02
G4S72XW01AWF3P,R,85,1,Mama_DRB1_02
G4S72XW01A6963,R,56,3,NewAllele_1156 count=8 threshold=2
G4S72XW01BCJIG,F,113,4,NewAllele_1450 count=6 threshold=2
G4S72XW01A87Y1,F,87,1,Mama_DRB1_01
G4S72XW01A2LVD,F,130,4,Mama_UD_03
G4S72XW01BAOYW,F,124,3,<unidentified>
G4S72XW01BDBNX,F,57,3,<unidentified>
G4S72XW01ANULL,R,136,2,NewAllele_530 count=9 threshold=2
G4S72XW01BCVQ7,F,103,2,NewAllele_685 count=4 threshold=2
G4S72XW01A2YQX,R,127,1,<unidentified>
G4S72XW01A79WW,F,48,2,NewAllele_530 count=9 threshold=2
G4S72XW01AXDY9,R,3,3,Mama_UB_01
G4S72XW01A4ODF,R,107,4,NewAllele_1312 count=4 threshold=2
G4S72XW01A5N9K,R,108,3,NewAllele_852 count=38 threshold=2
G4S72XW01APR79,F,33,2,NewAllele_530 count=9 threshold=2
G4S72XW01AVZ9Y,R,135,1,Mama_DRB1_03
G4S72XW01A9WPJ,F,20,2,NewAllele_530 count=9 threshold=2
G4S72XW01AR7IM,F,59,3,NewAllele_1076 count=10 threshold=2
G4S72XW01AM7WP,R,15,1,<unidentified>
G4S72XW01A2XS0,F,60,4,Mama_UD_01
G4S72XW01AZT2T,F,23,3,Mama_UB_02
G4S72XW01A3UYW,F,58,4,Mama_UD_01
G4S72XW01A6N1H,R,140,2,NewAllele_221 count=591 threshold=2
G4S72XW01AXQA8,R,94,2,NewAllele_458 count=3 threshold=2
G4S72XW01AXEKH,R,113,2,NewAllele_530 count=9 threshold=2
G4S72XW01A9RWD,R,139,2,NewAllele_508 count=182 threshold=2
G4S72XW01A576M,F,112,2,NewAllele_405 count=2 threshold=2
G4S72XW01A4Y8Q,R,112,3,Mama_UB_01
G4S72XW01BBXVK,R,69,1,<unidentified>
G4S72XW01AVV57,R,133,4,Mama_UD_01
G4S72XW01AOQDJ,F,62,3,Mama_UB_02
G4S72XW01ARSED,F,8,1,Mama_DRB1_04
G4S72XW01AMYKY,R,130,4,Mama_UD_03
G4S72XW01AV0NJ,R,101,1,Mama_DRB1_02
G4S72XW01A0Y1G,F,128,1,Mama_DRB1_05
G4S72XW01BBT3V,R,69,1,<unidentified>
G4S72XW01AO3TH,F,60,1,Mama_DRB1_01
G4S72XW01A3DZH,F,93,3,NewAllele_942 count=2 threshold=2
G4S72XW01AZGZK,F,25,1,NewAllele_160 count=2 threshold=2
G4S72XW01AQ1ZK,F,132,2,Mama_DRB2_02
G4S72XW01A9TVY,F,89,2,NewAllele_530 count=9 threshold=2
G4S72XW01AWKFQ,R,124,3,NewAllele_1036 count=17 threshold=2
G4S72XW01ATS3G,F,135,1,Mama_DRB1_01
G4S72XW01AVWXZ,R,33,3,NewAllele_985 count=44 threshold=2
G4S72XW01BAY6N,F,100,3,NewAllele_852 count=38 threshold=2
G4S72XW01AMLUH,R,30,2,NewAllele_530 count=9 threshold=2
G4S72XW01BAUNX,R,20,3,<unidentified>
G4S72XW01AVSYF,F,89,2,Mama_DRB2_01
G4S72XW01ALICB,R,130,1,<unidentified>
G4S72XW01ANWNF,R,111,2,NewAllele_530 count=9 threshold=2
G4S72XW01BA55Q,R,111,1,<unidentified>
G4S72XW01BCKB2,F,112,1,<unidentified>
G4S72XW01AXQVY,R,99,3,NewAllele_1147 count=2 threshold=2
G4S72XW01ASNV9,R,35,4,NewAllele_1482 count=6 threshold=2
G4S72XW01A5J5E,F,51,1,Mama_DRB1_01
G4S72XW01ANKU5,R,135,4,Mama_UD_01
G4S72XW01BAEFX,F,20,4,NewAllele_1475 count=2 threshold=2
G4S72XW01ALT2Y,F,90,2,Mama_DRB2_02
G4S72XW01BA6SV,F,106,1,Mama_DRB1_01
G4S72XW01AMISX,F,79,2,NewAllele_530 count=9 threshold=2
G4S72XW01A352B,R,62,2,NewAllele_381 count=782 threshold=2
G4S72XW01BC0OH,R,56,1,<unidentified>
G4S72XW01AVMZE,R,64,4,NewAllele_1701 count=4 threshold=2
G4S72XW01AOZD6,F,111,2,Mama_DRB2_01
G4S72XW01AWWV6,R,134,2,NewAllele_221 count=591 threshold=2
G4S72XW01A9IDB,R,53,1,<unidentified>
G4S72XW01A204V,F,100,4,Mama_UD_01
G4S72XW01A7K66,F,61,2,Mama_DRB2_01
G4S72XW01AQZVU,R,133,3,NewAllele_1213 count=2 threshold=2
G4S72XW01AV4RA,F,54,1,Mama_DRB1_01
G4S72XW01A42X0,R,108,2,NewAllele_381 count=782 threshold=2
G4S72XW01ATTA9,F,35,1,Mama_DRB1_02
G4S72XW01AO85V,R,35,2,NewAllele_176 count=297 threshold=2
G4S72XW01A1W0F,F,135,1,NewAllele_17 count=2 threshold=2
G4S72XW01A36UJ,F,14,3,<unidentified>
G4S72XW01AL2XI,R,127,1,NewAllele_155 count=3 threshold=2
G4S72XW01A5SID,F,58,3,NewAllele_992 count=2 threshold=2
G4S72XW01ANMB3,F,113,2,Mama_DRB2_01
G4S72XW01A6K1R,F,15,2,NewAllele_508 count=182 threshold=2
G4S72XW01AXQPW,F,116,4,NewAllele_1501 count=6 threshold=2
G4S72XW01ARXN4,F,106,2,NewAllele_592 count=5 threshold=2
G4S72XW01AZ7NL,F,57,2,NewAllele_574 count=2 threshold=2
G4S72XW01AKFT4,R,114,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BDKH1,F,22,4,Mama_UD_03
G4S72XW01AVST8,R,57,4,NewAllele_1334 count=3 threshold=2
G4S72XW01ASDJ7,F,64,3,Mama_UB_01
G4S72XW01ASQ71,F,87,1,NewAllele_61 count=3 threshold=2
G4S72XW01BFA0D,R,64,3,NewAllele_1236 count=4 threshold=2
G4S72XW01AZT8V,F,136,4,Mama_UD_01
G4S72XW01A8LT4,F,133,3,Mama_UB_01
G4S72XW01AJQX1,R,18,1,<unidentified>
G4S72XW01A8PRU,R,32,4,NewAllele_1366 count=3 threshold=2
G4S72XW01AZGM8,F,86,3,Mama_UB_01
G4S72XW01AU1NR,F,62,2,Mama_DRB2_01
G4S72XW01A8X8V,R,89,2,NewAllele_381 count=782 threshold=2
G4S72XW01A15QO,F,102,2,NewAllele_515 count=2 threshold=2
G4S72XW01ARHV4,F,30,4,NewAllele_1572 count=2 threshold=2
G4S72XW01A5DZS,F,107,2,NewAllele_164 count=2 threshold=2
G4S72XW01A5248,F,127,3,NewAllele_840 count=6 threshold=2
G4S72XW01AZKVO,F,112,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A3RL6,F,133,2,Mama_DRB2_01
G4S72XW01AZP59,F,135,3,Mama_UB_02
G4S72XW01APA7M,R,73,4,NewAllele_1637 count=8 threshold=2
G4S72XW01A32NU,F,90,3,Mama_UB_01
G4S72XW01AV5DL,R,66,4,NewAllele_1648 count=2 threshold=2
G4S72XW01AYPRB,F,10,3,<unidentified>
G4S72XW01AW97U,R,67,3,NewAllele_855 count=6 threshold=2
G4S72XW01AU9K5,F,136,2,NewAllele_473 count=5 threshold=2
G4S72XW01AMUGG,F,130,2,Mama_DRB2_03
G4S72XW01AUT0B,R,140,2,NewAllele_221 count=591 threshold=2
G4S72XW01A6QC0,F,128,4,Mama_UD_01
G4S72XW01A9YL4,R,139,2,NewAllele_221 count=591 threshold=2
G4S72XW01A6HLV,R,101,4,Mama_UD_01
G4S72XW01AOU20,F,107,3,Mama_UB_02
G4S72XW01AV812,R,57,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BCESE,R,93,3,NewAllele_1239 count=36 threshold=2
G4S72XW01A0RK0,F,87,3,Mama_UB_01
G4S72XW01ASKIS,R,133,4,NewAllele_1356 count=2 threshold=2
G4S72XW01A1DLP,R,57,1,Mama_DRB1_02
G4S72XW01BFN73,F,33,4,NewAllele_1658 count=4 threshold=2
G4S72XW01AP7NL,F,65,2,Mama_DRB2_02
G4S72XW01BEBOQ,F,57,3,NewAllele_855 count=6 threshold=2
G4S72XW01ASVVY,F,61,1,Mama_DRB1_01
G4S72XW01AS7P8,F,114,2,NewAllele_530 count=9 threshold=2
G4S72XW01AU7N4,R,107,2,NewAllele_530 count=9 threshold=2
G4S72XW01AU1YQ,F,95,4,NewAllele_1651 count=2 threshold=2
G4S72XW01AOQ2V,F,102,2,Mama_DRB2_03
G4S72XW01BBCWA,F,116,4,Mama_UD_01
G4S72XW01A1SET,F,102,3,Mama_UB_02
G4S72XW01AQCBG,F,19,3,<unidentified>
G4S72XW01AUAMS,F,130,2,NewAllele_530 count=9 threshold=2
G4S72XW01A4BG6,R,41,2,NewAllele_221 count=591 threshold=2
G4S72XW01A7RK6,R,42,2,NewAllele_530 count=9 threshold=2
G4S72XW01A9H1P,F,49,1,<unidentified>
G4S72XW01ATBFW,F,20,1,Mama_DRB1_01
G4S72XW01A2B26,F,14,1,Mama_DRB1_03
G4S72XW01AZ1IT,F,118,4,Mama_UD_03
G4S72XW01AMVQL,F,89,2,Mama_DRB2_01
G4S72XW01AZERO,R,128,4,Mama_UD_03
G4S72XW01ARDAQ,F,85,3,NewAllele_1239 count=36 threshold=2
G4S72XW01APN2I,F,101,2,NewAllele_715 count=2 threshold=2
G4S72XW01A09MW,F,133,4,NewAllele_1497 count=2 threshold=2
G4S72XW01BDV8E,R,116,4,Mama_UD_01
G4S72XW01A8GTF,F,101,3,Mama_UB_01
G4S72XW01AVRZM,F,110,2,NewAllele_471 count=2 threshold=2
G4S72XW01AUGHS,R,19,2,NewAllele_464 count=4 threshold=2
G4S72XW01AVMOC,F,135,4,Mama_UD_01
G4S72XW01AUKFD,F,82,4,NewAllele_1436 count=10 threshold=2
G4S72XW01A8UP5,R,111,1,Mama_DRB1_01
G4S72XW01AK693,R,51,2,NewAllele_381 count=782 threshold=2
G4S72XW01A9PZ5,F,15,4,NewAllele_1346 count=4 threshold=2
G4S72XW01A53PE,R,61,1,Mama_DRB1_01
G4S72XW01AYPLV,R,112,3,NewAllele_1011 count=2 threshold=2
G4S72XW01A7XHQ,F,101,1,<unidentified>
G4S72XW01A559A,F,62,3,Mama_UB_02
G4S72XW01A5EX9,F,35,1,Mama_DRB1_02
G4S72XW01ASRL2,F,101,1,NewAllele_10 count=2 threshold=2
G4S72XW01A9LCR,R,37,3,Mama_UB_01
G4S72XW01ALTWD,F,118,2,NewAllele_426 count=6 threshold=2
G4S72XW01BFT2C,F,56,3,Mama_UB_01
G4S72XW01AROD3,R,95,4,Mama_UD_01
G4S72XW01AZEZL,F,141,2,NewAllele_530 count=9 threshold=2
G4S72XW01A8OWJ,R,126,2,NewAllele_221 count=591 threshold=2
G4S72XW01AN8KH,F,35,1,<unidentified>
G4S72XW01A4REM,R,57,1,Mama_DRB1_02
G4S72XW01BABJR,R,113,2,NewAllele_370 count=2 threshold=2
G4S72XW01A270W,F,89,4,Mama_UD_01
G4S72XW01BDTRE,R,50,1,NewAllele_24 count=3 threshold=2
G4S72XW01A5769,R,140,2,NewAllele_221 count=591 threshold=2
G4S72XW01AL42P,R,33,2,NewAllele_514 count=2 threshold=2
G4S72XW01AYP0M,R,98,1,Mama_DRB1_01
G4S72XW01APX3G,R,15,1,<unidentified>
G4S72XW01AO4LF,R,87,2,NewAllele_337 count=2 threshold=2
G4S72XW01BDFPI,R,57,1,<unidentified>
G4S72XW01ASPLF,F,94,2,NewAllele_650 count=6 threshold=2
G4S72XW01AUVT0,R,107,3,Mama_UB_01
G4S72XW01AZ34E,F,109,2,NewAllele_530 count=9 threshold=2
G4S72XW01AVMJX,F,135,3,NewAllele_845 count=3 threshold=2
G4S72XW01BAT86,R,88,3,Mama_UB_01
G4S72XW01A61SH,F,113,2,Mama_DRB2_01
G4S72XW01AT810,F,66,3,Mama_UB_01
G4S72XW01BBQCO,R,9,4,Mama_UD_01
G4S72XW01ARA86,F,116,4,Mama_UD_01
G4S72XW01A1Y7G,F,69,4,NewAllele_1521 count=18 threshold=2
G4S72XW01BAKZ3,F,60,1,NewAllele_91 count=2 threshold=2
G4S72XW01APIB7,F,68,3,<unidentified>
G4S72XW01A5N3Q,F,127,4,Mama_UD_01
G4S72XW01ANQQI,F,111,2,Mama_DRB2_01
G4S72XW01BA3ZI,F,15,3,NewAllele_843 count=10 threshold=2
G4S72XW01APGWC,F,7,4,Mama_UD_01
G4S72XW01AZMY0,R,135,2,NewAllele_530 count=9 threshold=2
G4S72XW01A4Z0G,F,94,3,Mama_UB_01
G4S72XW01AMVEQ,F,35,4,Mama_UD_01
G4S72XW01AXDLR,F,116,3,NewAllele_855 count=6 threshold=2
G4S72XW01APD2Q,R,83,2,NewAllele_221 count=591 threshold=2
G4S72XW01A3ECK,R,52,3,NewAllele_855 count=6 threshold=2
G4S72XW01AZADV,F,87,1,Mama_DRB1_02
G4S72XW01A9HQ2,F,41,2,NewAllele_639 count=3 threshold=2
G4S72XW01AR7OV,R,113,2,NewAllele_381 count=782 threshold=2
G4S72XW01ANT9A,F,61,2,NewAllele_726 count=2 threshold=2
G4S72XW01AJ6OL,R,89,4,Mama_UD_01
G4S72XW01AZJF8,F,98,2,Mama_DRB2_02
G4S72XW01A017G,R,74,3,Mama_UB_01
G4S72XW01A97XK,F,22,3,NewAllele_1122 count=6 threshold=2
G4S72XW01A6NLE,R,92,4,NewAllele_1247 count=4 threshold=2
G4S72XW01AN5Q8,F,35,4,Mama_UD_01
G4S72XW01AWYRP,F,128,4,Mama_UD_01
G4S72XW01BFKS8,F,93,3,Mama_UB_01
G4S72XW01AM5G4,F,40,4,NewAllele_1634 count=2 threshold=2
G4S72XW01A273Y,F,91,4,Mama_UD_02
G4S72XW01APXU8,F,60,4,Mama_UD_01
G4S72XW01A0JKB,F,141,2,NewAllele_530 count=9 threshold=2
G4S72XW01A99FY,F,93,4,Mama_UD_01
G4S72XW01AW755,R,140,3,Mama_UB_01
G4S72XW01A1A29,R,53,3,Mama_UB_02
G4S72XW01AYIU2,F,138,2,NewAllele_530 count=9 threshold=2
G4S72XW01ASIXY,F,60,1,<unidentified>
G4S72XW01AYM31,F,100,2,NewAllele_530 count=9 threshold=2
G4S72XW01A95Y6,F,25,3,<unidentified>
G4S72XW01BB8Q6,F,99,1,Mama_DRB1_01
G4S72XW01ANK3E,R,85,1,Mama_DRB1_01
G4S72XW01ANPPP,F,100,2,Mama_DRB2_01
G4S72XW01AUHAT,F,129,2,Mama_DRB2_03
G4S72XW01AKVWT,R,116,1,<unidentified>
G4S72XW01A3FPK,R,127,2,NewAllele_176 count=297 threshold=2
G4S72XW01A5B82,R,33,3,NewAllele_926 count=4 threshold=2
G4S72XW01AWSKN,F,83,1,NewAllele_116 count=3 threshold=2
G4S72XW01A6Y3M,R,36,2,NewAllele_221 count=591 threshold=2
G4S72XW01ATW4Z,F,114,4,Mama_UD_01
G4S72XW01AU38D,F,83,3,Mama_UB_01
G4S72XW01AQJXR,F,84,4,NewAllele_1658 count=4 threshold=2
G4S72XW01AYGMC,F,14,1,Mama_DRB1_06
G4S72XW01BFWHQ,F,100,2,NewAllele_533 count=4 threshold=2
G4S72XW01BB1RB,R,18,3,NewAllele_1024 count=3 threshold=2
G4S72XW01A8R0G,R,114,4,Mama_UD_01
G4S72XW01BFZLK,F,101,4,NewAllele_1496 count=3 threshold=2
G4S72XW01A4FTH,F,67,3,Mama_UB_01
G4S72XW01AN535,R,135,1,<unidentified>
G4S72XW01A63ZX,R,82,3,Mama_UB_01
G4S72XW01APS46,F,98,1,<unidentified>
G4S72XW01AJ0RJ,F,136,3,Mama_UB_01
G4S72XW01AQ7IN,F,94,4,Mama_UD_03
G4S72XW01ALSTD,F,41,2,Mama_DRB2_01
G4S72XW01A0A76,R,73,4,NewAllele_1441 count=2 threshold=2
G4S72XW01ATJBU,F,127,4,NewAllele_1372 count=2 threshold=2
G4S72XW01BDHEN,R,58,3,Mama_UB_02
G4S72XW01A9MT8,F,51,3,Mama_UB_02
G4S72XW01A6798,R,53,1,Mama_DRB1_01
G4S72XW01ARKUQ,F,134,3,Mama_UB_02
G4S72XW01A6UWH,F,100,3,NewAllele_855 count=6 threshold=2
G4S72XW01BCENB,R,84,3,NewAllele_855 count=6 threshold=2
G4S72XW01A85P5,F,67,4,NewAllele_1369 count=3 threshold=2
G4S72XW01BDRNG,R,10,2,NewAllele_612 count=3 threshold=2
G4S72XW01AS0N3,F,127,4,NewAllele_1334 count=3 threshold=2
G4S72XW01ARQV0,R,141,3,NewAllele_1006 count=4 threshold=2
G4S72XW01APSI4,F,22,2,NewAllele_530 count=9 threshold=2
G4S72XW01AR8WW,F,41,2,NewAllele_413 count=3 threshold=2
G4S72XW01A3G5M,F,117,4,Mama_UD_02
G4S72XW01BD4VI,R,61,3,<unidentified>
G4S72XW01ALGPR,R,95,2,NewAllele_508 count=182 threshold=2
G4S72XW01AS3AI,F,127,1,Mama_DRB1_01
G4S72XW01BAYXT,F,101,4,Mama_UD_01
G4S72XW01A9S48,F,10,3,NewAllele_1130 count=3 threshold=2
G4S72XW01AZ6C2,F,98,1,Mama_DRB1_02
G4S72XW01ANPGF,F,39,4,Mama_UD_01
G4S72XW01AQ7SV,R,128,2,NewAllele_388 count=3 threshold=2
G4S72XW01AM0YB,R,47,2,NewAllele_176 count=297 threshold=2
G4S72XW01BDNM4,R,23,2,NewAllele_508 count=182 threshold=2
G4S72XW01A6G4N,R,98,3,Mama_UB_01
G4S72XW01A18K2,F,129,2,Mama_DRB2_02
G4S72XW01ALH2T,F,106,1,Mama_DRB1_07
G4S72XW01AZFN3,F,67,1,<unidentified>
G4S72XW01A3UBJ,R,65,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BDQQV,F,32,3,Mama_UB_01
G4S72XW01A4N6X,F,24,4,Mama_UD_01
G4S72XW01A29EL,F,56,4,Mama_UD_01
G4S72XW01AORAW,R,109,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AOP4X,F,20,4,NewAllele_1475 count=2 threshold=2
G4S72XW01AVS2N,F,35,2,Mama_DRB2_02
G4S72XW01AZP0R,F,62,3,Mama_UB_01
G4S72XW01ASGL6,F,14,1,Mama_DRB1_06
G4S72XW01A4SUN,R,108,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BCQA4,F,20,3,NewAllele_795 count=2 threshold=2
G4S72XW01BFDK3,R,92,4,NewAllele_1251 count=3 threshold=2
G4S72XW01A4RLF,R,138,2,NewAllele_385 count=3 threshold=2
G4S72XW01A6XVC,R,2,1,<unidentified>
G4S72XW01BC60N,F,107,2,NewAllele_221 count=591 threshold=2
G4S72XW01A1JIL,F,51,1,<unidentified>
G4S72XW01BCCLI,R,2,4,Mama_UD_01
G4S72XW01A9A0Z,R,116,4,Mama_UD_01
G4S72XW01ALRS5,F,40,2,Mama_DRB2_01
G4S72XW01A7LP3,R,83,2,NewAllele_221 count=591 threshold=2
G4S72XW01AX7S2,F,19,1,Mama_DRB1_07
G4S72XW01AR2K4,F,50,1,Mama_DRB1_03
G4S72XW01BB1HI,R,124,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AS4VG,F,128,4,NewAllele_1613 count=2 threshold=2
G4S72XW01A60TK,F,35,4,NewAllele_1639 count=37 threshold=2
G4S72XW01AZFIE,F,134,1,Mama_DRB1_05
G4S72XW01AQS7K,F,136,3,NewAllele_1201 count=3 threshold=2
G4S72XW01AKYNV,F,48,2,NewAllele_493 count=7 threshold=2
G4S72XW01A1TT1,R,104,3,Mama_UB_01
G4S72XW01ANXTD,F,2,3,NewAllele_1233 count=2 threshold=2
G4S72XW01ATBAT,F,89,3,Mama_UB_01
G4S72XW01AQIV9,R,21,3,Mama_UB_01
G4S72XW01ASQA4,F,97,3,NewAllele_1076 count=10 threshold=2
G4S72XW01AR7A2,F,133,2,Mama_DRB2_01
G4S72XW01AKGQX,R,107,1,<unidentified>
G4S72XW01A0GNV,F,116,2,NewAllele_508 count=182 threshold=2
G4S72XW01A7U9G,F,51,1,Mama_DRB1_01
G4S72XW01BAKP5,F,61,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AUC7B,R,89,1,Mama_DRB1_01
G4S72XW01AZQG1,F,38,2,NewAllele_530 count=9 threshold=2
G4S72XW01A6RIC,F,3,2,NewAllele_484 count=2 threshold=2
G4S72XW01AQ9FJ,F,100,2,NewAllele_530 count=9 threshold=2
G4S72XW01ASQEL,F,54,4,Mama_UD_03
G4S72XW01AM08M,F,113,1,Mama_DRB1_02
G4S72XW01AQOVH,F,1,1,NewAllele_31 count=2 threshold=2
G4S72XW01A4OY0,F,33,2,NewAllele_530 count=9 threshold=2
G4S72XW01A99GK,F,107,2,NewAllele_508 count=182 threshold=2
G4S72XW01AJ0V0,F,119,2,Mama_DRB2_02
G4S72XW01AW5K1,F,109,3,NewAllele_791 count=5 threshold=2
G4S72XW01AQJQW,R,139,2,NewAllele_546 count=2 threshold=2
G4S72XW01A02NH,F,33,1,Mama_DRB1_02
G4S72XW01ASOIO,F,61,2,Mama_DRB2_01
G4S72XW01AWNRX,F,84,1,Mama_DRB1_08
G4S72XW01AMGXB,F,38,2,Mama_DRB2_01
G4S72XW01AYG8I,F,35,3,NewAllele_836 count=3 threshold=2
G4S72XW01A3O75,F,71,3,Mama_UB_01
G4S72XW01AZNVJ,F,89,2,Mama_DRB2_01
G4S72XW01AT3FT,F,38,3,NewAllele_1068 count=2 threshold=2
G4S72XW01AL8MD,F,112,3,NewAllele_855 count=6 threshold=2
G4S72XW01A0OBB,F,89,2,NewAllele_685 count=4 threshold=2
G4S72XW01AYEST,R,100,2,NewAllele_381 count=782 threshold=2
G4S72XW01AOQVM,F,62,2,Mama_DRB2_01
G4S72XW01AVRNA,R,118,2,NewAllele_381 count=782 threshold=2
G4S72XW01BB946,F,57,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AUIKA,R,127,2,NewAllele_381 count=782 threshold=2
G4S72XW01A2111,F,69,4,Mama_UD_03
G4S72XW01BCSFE,R,81,4,NewAllele_1334 count=3 threshold=2
G4S72XW01ANDW3,F,130,3,NewAllele_777 count=2 threshold=2
G4S72XW01ALDQK,F,100,2,NewAllele_222 count=3 threshold=2
G4S72XW01AU58Q,F,102,1,<unidentified>
G4S72XW01BBG3M,R,104,2,NewAllele_530 count=9 threshold=2
G4S72XW01BE1JX,R,110,2,NewAllele_530 count=9 threshold=2
G4S72XW01AVVBN,F,54,3,Mama_UB_01
G4S72XW01AT6T5,F,32,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A5ODI,F,112,2,Mama_DRB2_02
G4S72XW01BFLCM,R,110,2,NewAllele_221 count=591 threshold=2
G4S72XW01AQM9D,F,56,3,Mama_UB_01
G4S72XW01A191R,R,33,3,<unidentified>
G4S72XW01A24W6,R,51,1,Mama_DRB1_01
G4S72XW01A9ITH,F,111,1,Mama_DRB1_02
G4S72XW01AVXSQ,F,100,2,Mama_DRB2_01
G4S72XW01AJW7C,R,110,2,NewAllele_381 count=782 threshold=2
G4S72XW01AK7JG,F,24,3,Mama_UB_02
G4S72XW01BAISP,F,83,4,NewAllele_1409 count=3 threshold=2
G4S72XW01A32FB,R,124,4,NewAllele_1334 count=3 threshold=2
G4S72XW01BEKDF,F,51,1,Mama_DRB1_01
G4S72XW01A2U5L,F,40,1,Mama_DRB1_01
G4S72XW01AS3UI,R,67,1,<unidentified>
G4S72XW01ASEER,R,107,3,<unidentified>
G4S72XW01A6KIG,F,119,1,Mama_DRB1_02
G4S72XW01A6U6P,F,71,3,Mama_UB_01
G4S72XW01A4VU4,F,39,3,Mama_UB_01
G4S72XW01A8FJL,R,83,4,NewAllele_1477 count=2 threshold=2
G4S72XW01AZ1RN,F,141,2,NewAllele_290 count=7 threshold=2
G4S72XW01ATW3Y,F,133,1,<unidentified>
G4S72XW01AVMEM,F,38,2,NewAllele_530 count=9 threshold=2
G4S72XW01AMI83,F,112,3,Mama_UB_01
G4S72XW01A5INO,R,71,4,Mama_UD_01
G4S72XW01A75HW,F,81,3,NewAllele_1225 count=46 threshold=2
G4S72XW01AVTJ5,F,94,2,Mama_DRB2_01
G4S72XW01BA9I3,R,89,3,<unidentified>
G4S72XW01AL14L,F,20,4,NewAllele_1475 count=2 threshold=2
G4S72XW01BCEAN,F,62,2,NewAllele_530 count=9 threshold=2
G4S72XW01AWEVW,F,49,4,NewAllele_1639 count=37 threshold=2
G4S72XW01BAJPZ,R,135,3,NewAllele_1102 count=3 threshold=2
G4S72XW01AO9KW,F,49,4,Mama_UD_01
G4S72XW01A8BRJ,F,82,3,NewAllele_1093 count=2 threshold=2
G4S72XW01BEN9A,F,89,1,Mama_DRB1_01
G4S72XW01AUZ2L,F,15,3,NewAllele_744 count=17 threshold=2
G4S72XW01APFRS,F,106,2,Mama_DRB2_02
G4S72XW01A2FT7,F,48,2,Mama_DRB2_03
G4S72XW01AL29W,F,98,1,Mama_DRB1_01
G4S72XW01BB2AO,R,80,3,NewAllele_812 count=3 threshold=2
G4S72XW01BBQUK,R,114,1,<unidentified>
G4S72XW01A3AKB,F,104,3,Mama_UB_01
G4S72XW01AZDU4,R,68,1,<unidentified>
G4S72XW01ARWB8,F,108,3,NewAllele_869 count=4 threshold=2
G4S72XW01AK91K,R,109,3,NewAllele_855 count=6 threshold=2
G4S72XW01AK8MN,R,40,3,NewAllele_1156 count=8 threshold=2
G4S72XW01A2LWN,R,25,1,Mama_DRB1_02
G4S72XW01A0BNS,F,121,3,Mama_UB_02
G4S72XW01AX4FL,F,83,1,<unidentified>
G4S72XW01A9TRB,F,110,3,NewAllele_855 count=6 threshold=2
G4S72XW01AOPZ7,R,98,1,Mama_DRB1_02
G4S72XW01A51NA,F,102,4,NewAllele_1369 count=3 threshold=2
G4S72XW01A0660,R,113,2,NewAllele_381 count=782 threshold=2
G4S72XW01ASVHD,R,114,2,NewAllele_381 count=782 threshold=2
G4S72XW01AS78N,F,48,2,NewAllele_280 count=2 threshold=2
G4S72XW01A8T74,R,56,3,NewAllele_1072 count=2 threshold=2
G4S72XW01AQKZM,F,21,3,Mama_UB_01
G4S72XW01ARI5Z,R,128,4,NewAllele_1334 count=3 threshold=2
G4S72XW01A15KD,F,113,4,NewAllele_1334 count=3 threshold=2
G4S72XW01AN5TN,F,94,2,Mama_DRB2_01
G4S72XW01ALQ4Z,R,45,3,<unidentified>
G4S72XW01BFRDA,F,86,4,Mama_UD_01
G4S72XW01A35V5,R,108,2,NewAllele_449 count=4 threshold=2
G4S72XW01A24XN,F,116,2,Mama_DRB2_01
G4S72XW01A4CNQ,R,35,1,Mama_DRB1_03
G4S72XW01A5XK9,R,107,1,Mama_DRB1_02
G4S72XW01AOAR4,R,68,4,Mama_UD_02
G4S72XW01AQBOK,F,22,1,Mama_DRB1_01
G4S72XW01AV4C1,F,134,1,Mama_DRB1_02
